university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
TU Dortmund University,2021,801-1000,,https://www.topuniversities.com/universities/tu-dortmund-university,Germany,Dortmund,Europe,https://www.topuniversities.com/sites/default/files/tu-dortmund-university_592560cf2aeae70239af4b24_small.jpg,Public,Very High,11.0,2.405,L,2.137
Technological University Dublin,2021,801-1000,,https://www.topuniversities.com/universities/technological-university-dublin,Ireland,Dublin,Europe,https://www.topuniversities.com/sites/default/files/technological-university-of-dublin_592560cf2aeae70239af4b28_small.jpg,Public,High,15.0,4.118,L,1.445
Tecnológico de Costa Rica -TEC,2021,801-1000,,https://www.topuniversities.com/universities/tecnologico-de-costa-rica-tec,Costa Rica,Cartago,Latin America,https://www.topuniversities.com/sites/default/files/tecnolgico-de-costa-rica-tec_592560cf2aeae70239af562c_small.jpg,Public,Medium,12.0,134,M,785
Texas Tech University,2021,801-1000,,https://www.topuniversities.com/universities/texas-tech-university,United States,Lubbock,North America,https://www.topuniversities.com/sites/default/files/texas-tech-university_592560cf2aeae70239af51b2_small.jpg,Public,High,19.0,2.196,XL,1.772
Robert Gordon University,2021,801-1000,,https://www.topuniversities.com/universities/robert-gordon-university,United Kingdom,Aberdeen,Europe,https://www.topuniversities.com/sites/default/files/robert-gordon-university_529_small.jpg,Public,High,19.0,2.387,M,518
Russian Presidential Academy of National Economy and Public Administration,2021,801-1000,,https://www.topuniversities.com/universities/russian-presidential-academy-national-economy-public-administration,Russia,Moscow,Europe,https://www.topuniversities.com/sites/default/files/russian-presidential-academy-of-national-economy-and-public-administration_14961_small.jpg,Public,Very High,9.0,1.373,XL,4.984
Tokai University,2021,801-1000,,https://www.topuniversities.com/universities/tokai-university,Japan,Hiratsuka City,Asia,https://www.topuniversities.com/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,Private,High,14.0,991,L,"2,079"
Universidad Austral de Chile,2021,801-1000,,https://www.topuniversities.com/universities/universidad-austral-de-chile,Chile,Valdivia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-austral-de-chile_1704_small.jpg,Private,High,24.0,312,L,733
Universidad Autónoma de Chapingo,2021,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-de-chapingo,Mexico,Texcoco,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-de-chapingo_592560cf2aeae70239af5499_small.jpg,Public,High,7.0,,M,"1,097"
Universidad Autónoma del Estado de México (UAEMex),2021,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-del-estado-de-mexico-uaemex,Mexico,Toluca de Lerdo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-del-estado-de-mxico-uaemex_2249_small.jpg,Public,Medium,18.0,217,XL,3.839
Universidad Autónoma Metropolitana (UAM),2021,801-1000,,https://www.topuniversities.com/universities/universidad-autonoma-metropolitana-uam,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-autnoma-metropolitana-uam_592560cf2aeae70239af54af_small.jpg,Public,High,20.0,291,XL,2.828
Universidad Católica Andres Bello,2021,801-1000,,https://www.topuniversities.com/universities/universidad-catolica-andres-bello,Venezuela,Guayana City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,Private,Low,28.0,204,L,714
Universidad Católica del Uruguay (UCU),2021,801-1000,,https://www.topuniversities.com/universities/universidad-catolica-del-uruguay-ucu,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-catlica-del-uruguay-ucu_592560cf2aeae70239af54bb_small.jpg,Private,Medium,7.0,68,S,602
University of Alicante,2021,801-1000,,https://www.topuniversities.com/universities/university-alicante,Spain,Alicante,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-alicante_592560cf2aeae70239af5067_small.jpg,Public,Very High,12.0,2.286,L,1.838
Universidad de la República (Udelar),2021,801-1000,,https://www.topuniversities.com/universities/universidad-de-la-republica-udelar,Uruguay,Montevideo,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-repblica-udelar_592560cf2aeae70239af515e_small.jpg,Public,High,12.0,2.166,XL,6.407
Universidad de las Américas Puebla (UDLAP),2021,801-1000,,https://www.topuniversities.com/universities/universidad-de-las-americas-puebla-udlap,Mexico,Cholula,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,Private,Medium,10.0,429,M,600
Universidad de los Andes - Chile,2021,801-1000,,https://www.topuniversities.com/universities/universidad-de-los-andes-chile,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-chile_2638_small.jpg,Private,Medium,17.0,200,M,550
Universidad de Los Andes - (ULA) Mérida,2021,801-1000,,https://www.topuniversities.com/universities/universidad-de-los-andes-ula-merida,Venezuela,Merida,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-los-andes-ula-mrida_592560cf2aeae70239af54d2_small.jpg,Public,Medium,12.0,468,L,2.085
University of Murcia,2021,801-1000,,https://www.topuniversities.com/universities/university-murcia,Spain,Murcia,Europe,https://www.topuniversities.com/sites/default/files/university-of-murcia_592560cf2aeae70239af4c29_small.jpg,Public,High,11.0,1.720,L,2.466
Universidad de Oviedo,2021,801-1000,,https://www.topuniversities.com/universities/universidad-de-oviedo,Spain,Oviedo,Europe,https://www.topuniversities.com/sites/default/files/universidad-de-oviedo_592560cf2aeae70239af5070_small.jpg,Public,Very High,28.0,,L,754
Universidad del Valle,2021,801-1000,,https://www.topuniversities.com/universities/universidad-del-valle,Colombia,Cali,Latin America,https://www.topuniversities.com/sites/default/files/universidad-del-valle_592560cf2aeae70239af54f0_small.jpg,Public,Medium,18.0,5,XL,1.825
Universidad Diego Portales (UDP),2021,801-1000,,https://www.topuniversities.com/universities/universidad-diego-portales-udp,Chile,Santiago,Latin America,https://www.topuniversities.com/sites/default/files/universidad-diego-portales-udp_159_small.jpg,Private,Medium,16.0,483,L,1.097
Universidad EAFIT,2021,801-1000,,https://www.topuniversities.com/universities/universidad-eafit,Colombia,Medellin,Latin America,https://www.topuniversities.com/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,Private,Medium,24.0,421,L,595
Universidad Nacional Costa Rica,2021,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-costa-rica,Costa Rica,Heredia,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-costa-rica_592560cf2aeae70239af52c1_small.jpg,Public,Medium,14.0,418,L,"1,119"
Universidad Nacional de Córdoba - UNC,2021,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-cordoba-unc,Argentina,Córdoba,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-crdoba-unc_592560cf2aeae70239af511e_small.jpg,Public,Very High,18.0,1.846,XL,6.442
Universidad Nacional de Rosario (UNR),2021,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,Public,Medium,9.0,,XL,10.707
Universidad Nacional de San Luis,2021,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-de-san-luis,Argentina,San Luis ,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-san-luis_592560cf2aeae70239af5121_small.jpg,Public,Medium,6.0,,L,3.043
Universidad Nacional Mayor de San Marcos,2021,801-1000,,https://www.topuniversities.com/universities/universidad-nacional-mayor-de-san-marcos,Peru,Lima,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-mayor-de-san-marcos_592560cf2aeae70239af5158_small.jpg,Public,Medium,23.0,,XL,1.539
Universidad Simón Bolívar (USB),2021,801-1000,,https://www.topuniversities.com/universities/universidad-simon-bolivar-usb,Venezuela,Caracas,Latin America,https://www.topuniversities.com/sites/default/files/universidad-simn-bolvar-usb_592560cf2aeae70239af5515_small.jpg,Public,High,16.0,3,M,508
Universidad Técnica Federico Santa María (USM),2021,801-1000,,https://www.topuniversities.com/universities/universidad-tecnica-federico-santa-maria-usm,Chile,Valparaíso,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,Private,High,20.0,717,L,897
Universidad Tecnológica de Panamá (UTP),2021,801-1000,,https://www.topuniversities.com/universities/universidad-tecnologica-de-panama-utp,Panama,Panama City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-de-panam-utp_592560cf2aeae70239af4db4_small.jpg,Public,Medium,11.0,869,L,1.624
Universidad Tecnológica Nacional (UTN),2021,801-1000,,https://www.topuniversities.com/universities/universidad-tecnologica-nacional-utn,Argentina,Buenos Aires,Latin America,https://www.topuniversities.com/sites/default/files/universidad-tecnolgica-nacional-utn_592560cf2aeae70239af5519_small.jpg,Public,High,9.0,837,XL,7.542
Universidade Católica Portuguesa - UCP,2021,801-1000,,https://www.topuniversities.com/universities/universidade-catolica-portuguesa-ucp,Portugal,Lisbon,Europe,https://www.topuniversities.com/sites/default/files/universidade-catlica-portuguesa-ucp_592560cf2aeae70239af4af1_small.jpg,Private,High,14.0,,M,776
Universidade da Coruña ,2021,801-1000,,https://www.topuniversities.com/universities/universidade-da-coruna,Spain,A Coruña,Europe,https://www.topuniversities.com/sites/default/files/universidade-da-corua-_592560cf2aeae70239af5069_small.jpg,Public,Very High,11.0,693,L,1.277
Universidade de Brasília,2021,801-1000,,https://www.topuniversities.com/universities/universidade-de-brasilia,Brazil,Brasília,Latin America,https://www.topuniversities.com/sites/default/files/universidade-de-braslia_1726_small.jpg,Public,High,15.0,1.262,XL,3.049
Universidade Federal de Santa Catarina ,2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-santa-catarina,Brazil,Florianópolis,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-santa-catarina_2746_small.jpg,Public,Very High,11.0,593,XL,2.952
Universidade Federal de São Carlos (UFSCar),2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13.0,276,L,1.265
Universidade Federal do Paraná - UFPR,2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-do-parana-ufpr,Brazil,Curitiba,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-do-paran-ufpr_1730_small.jpg,Public,High,11.0,91,XL,3.074
Universidade Federal de Pernambuco (UFPE) ,2021,801-1000,,https://www.topuniversities.com/universities/universidade-federal-de-pernambuco-ufpe,Brazil,Recife,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-pernambuco-ufpe-_592560cf2aeae70239af5143_small.jpg,Public,High,12.0,216,XL,2.669
Catania University,2021,801-1000,,https://www.topuniversities.com/universities/catania-university,Italy,Catania,Europe,https://www.topuniversities.com/sites/default/files/catania-university_592560cf2aeae70239af4aeb_small.jpg,Public,Very High,21.0,230,L,1.234
Universita' degli Studi di Ferrara,2021,801-1000,,https://www.topuniversities.com/universities/universita-degli-studi-di-ferrara,Italy,Ferrara,Europe,https://www.topuniversities.com/sites/default/files/universita-degli-studi-di-ferrara_592560cf2aeae70239af4ffd_small.jpg,Public,High,27.0,941,L,724
University of Salerno,2021,801-1000,,https://www.topuniversities.com/universities/university-salerno,Italy,Fisciano,Europe,https://www.topuniversities.com/sites/default/files/university-of-salerno_592560cf2aeae70239af51f9_small.jpg,Public,Very High,22.0,455,L,"1,174"
Università degli Studi di Udine,2021,801-1000,,https://www.topuniversities.com/universities/universit%C3%A0-degli-studi-di-udine,Italy,Udine,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-di-udine_592560cf2aeae70239af5a33_small.jpg,Public,Very High,16.0,565,M,753
Università degli studi Roma Tre,2021,801-1000,,https://www.topuniversities.com/universities/universita-degli-studi-roma-tre,Italy,Rome,Europe,https://www.topuniversities.com/sites/default/files/universit-degli-studi-roma-tre_15002_small.jpg,Public,Very High,32.0,"1,679",XL,"1,063"
University of Calabria,2021,801-1000,,https://www.topuniversities.com/universities/university-calabria,Italy,Rende,Europe,https://www.topuniversities.com/sites/default/files/university-of-calabria_592560cf2aeae70239af5821_small.jpg,Public,Very High,24.0,796,L,954
Universita' Politecnica delle Marche,2021,801-1000,,https://www.topuniversities.com/universities/universita-politecnica-delle-marche,Italy,Ancona,Europe,https://www.topuniversities.com/sites/default/files/universita-politecnica-delle-marche_592560cf2aeae70239af501b_small.jpg,Public,Very High,16.0,468,M,644
University of Palermo,2021,801-1000,,https://www.topuniversities.com/universities/university-palermo,Italy,Palermo,Europe,https://www.topuniversities.com/sites/default/files/university-of-palermo_592560cf2aeae70239af5347_small.jpg,Public,Very High,20.0,504,L,1.434
Bielefeld University,2021,801-1000,,https://www.topuniversities.com/universities/bielefeld-university,Germany,Bielefeld,Europe,https://www.topuniversities.com/sites/default/files/universitt-bielefeld_57_small.jpg,Public,Very High,17.0,1.817,L,1.501
Universität Potsdam,2021,801-1000,,https://www.topuniversities.com/universities/universitat-potsdam,Germany,Potsdam,Europe,https://www.topuniversities.com/sites/default/files/universitt-potsdam_1367_small.jpg,Public,Very High,15.0,2.719,L,1.224
Université de Lorraine,2021,801-1000,,https://www.topuniversities.com/universities/universite-de-lorraine,France,Nancy,Europe,https://www.topuniversities.com/sites/default/files/universit-de-lorraine_592560cf2aeae70239af4c2f_small.jpg,Public,Very High,18.0,"10,045",XL,"3,414"
Université de Nantes,2021,801-1000,,https://www.topuniversities.com/universities/universite-de-nantes,France,Nantes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-nantes_592560cf2aeae70239af55c0_small.jpg,Public,Very High,18.0,"3,948",XL,"2,129"
Université de Rennes 1,2021,801-1000,,https://www.topuniversities.com/universities/universite-de-rennes-1,France,Rennes,Europe,https://www.topuniversities.com/sites/default/files/universit-de-rennes-1_592560cf2aeae70239af4c8c_small.jpg,Public,Very High,15.0,"2,480",L,"1,765"
Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),2021,801-1000,,https://www.topuniversities.com/universities/universite-de-versailles-saint-quentin-en-yvelines-uvsq,France,Versailles,Europe,https://www.topuniversities.com/sites/default/files/universit-de-versailles-saint-quentin-en-yvelines-uvsq_592560cf2aeae70239af4fa3_small.jpg,Public,Medium,17.0,"1,616",L,855
Paul Valéry University Montpellier,2021,801-1000,,https://www.topuniversities.com/universities/paul-valery-university-montpellier,France,Montpellier,Europe,https://www.topuniversities.com/sites/default/files/universit-paul-valery-montpellier-3-_592560cf2aeae70239af4c25_small.jpg,Public,High,13.0,,L,"1,494"
Université Toulouse 1 Capitole,2021,801-1000,,https://www.topuniversities.com/universities/universite-toulouse-1-capitole,France,Toulouse,Europe,https://www.topuniversities.com/sites/default/files/universit-toulouse-1-capitole_620_small.jpg,Public,Medium,45.0,"4,534",L,467
Universiti Malaysia Sarawak (UNIMAS),2021,801-1000,,https://www.topuniversities.com/universities/universiti-malaysia-sarawak-unimas,Malaysia,Kuching,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-sarawak-unimas_592560cf2aeae70239af523e_small.jpg,Public,Medium,15.0,885,L,894
Universiti Tunku Abdul Rahman (UTAR),2021,801-1000,,https://www.topuniversities.com/universities/universiti-tunku-abdul-rahman-utar,Malaysia,Sungai Long,Asia,https://www.topuniversities.com/sites/default/files/universiti-tunku-abdul-rahman-utar_592560cf2aeae70239af5243_small.jpg,Private,Medium,16.0,342,L,1.124
Universiti Malaysia Perlis,2021,801-1000,,https://www.topuniversities.com/universities/universiti-malaysia-perlis,Malaysia,Kangar,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-perlis_592560cf2aeae70239af5648_small.jpg,Public,Very High,10.0,477,M,1.127
The University of Alabama,2021,801-1000,,https://www.topuniversities.com/universities/university-alabama,United States,Tuscaloosa,North America,https://www.topuniversities.com/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,Public,Very High,20.0,1.283,XL,1.694
University of Baghdad,2021,801-1000,,https://www.topuniversities.com/universities/university-baghdad,Iraq,Baghdad,Asia,https://www.topuniversities.com/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,Public,High,10.0,96,XL,6.696
University of Bahrain,2021,801-1000,,https://www.topuniversities.com/universities/university-bahrain,Bahrain,Zallaq,Asia,https://www.topuniversities.com/sites/default/files/university-of-bahrain_592560cf2aeae70239af5449_small.jpg,Public,Medium,13.0,2.993,L,1.283
University of Bari,2021,801-1000,,https://www.topuniversities.com/universities/university-bari,Italy,Bari,Europe,https://www.topuniversities.com/sites/default/files/university-of-bari_45_small.jpg,Public,High,22.0,535,XL,1.395
University of Brighton,2021,801-1000,,https://www.topuniversities.com/universities/university-brighton,United Kingdom,,Europe,https://www.topuniversities.com/sites/default/files/university-of-brighton_592560cf2aeae70239af4d45_small.jpg,Public,High,15.0,3.215,L,993
University of Bucharest,2021,801-1000,,https://www.topuniversities.com/universities/university-bucharest,Romania,Bucharest,Europe,https://www.topuniversities.com/sites/default/files/university-of-bucharest_77_small.jpg,Public,Very High,17.0,718,XL,"1,972"
University of Calcutta,2021,801-1000,,https://www.topuniversities.com/universities/university-calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,Public,Very High,20.0,103,L,773
University of Central Lancashire,2021,801-1000,,https://www.topuniversities.com/universities/university-central-lancashire,United Kingdom,Preston,Europe,https://www.topuniversities.com/sites/default/files/university-of-central-lancashire_113_small.jpg,Public,High,14.0,4.684,L,1.443
University of Crete,2021,801-1000,,https://www.topuniversities.com/universities/university-crete,Greece,Heraklion,Europe,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,Public,High,32.0,608,L,437
University of Dhaka,2021,801-1000,,https://www.topuniversities.com/universities/university-dhaka,Bangladesh,Dhaka,Asia,https://www.topuniversities.com/sites/default/files/university-of-dhaka_158_small.jpg,Public,Medium,15.0,48,XL,2.268
University of East London,2021,801-1000,,https://www.topuniversities.com/universities/university-east-london,United Kingdom,London,Europe,https://www.topuniversities.com/sites/default/files/Webp.net-resizeimage-71-48x48.jpg,Public,High,22.0,5.472,L,582
University of Engineering & Technology (UET) Lahore,2021,801-1000,,https://www.topuniversities.com/universities/university-engineering-technology-uet-lahore,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,Public,Very High,13.0,681,L,1.020
UNIVERSITY OF GDANSK,2021,801-1000,,https://www.topuniversities.com/universities/university-gdansk,Poland,Gdańsk,Europe,https://www.topuniversities.com/sites/default/files/university-of-gdansk_592560cf2aeae70239af5043_small.jpg,Public,Very High,10.0,515,L,1.777
University of Hertfordshire,2021,801-1000,,https://www.topuniversities.com/universities/university-hertfordshire,United Kingdom,Hatfield,Europe,https://www.topuniversities.com/sites/default/files/university-of-hertfordshire_592560cf2aeae70239af50de_small.jpg,Public,High,17.0,7.499,L,1.234
University of Kufa,2021,801-1000,,https://www.topuniversities.com/universities/university-kufa,Iraq,Kufa,Asia,https://www.topuniversities.com/sites/default/files/university-of-kufa_592560cf2aeae70239af5696_small.jpg,Public,Medium,11.0,43,L,"2,356"
University of Kwazulu-Natal,2021,801-1000,,https://www.topuniversities.com/universities/university-kwazulu-natal,South Africa,Pinetown,Africa,https://www.topuniversities.com/sites/default/files/university-of-kwazulu-natal_433_small.jpg,Public,Very High,19.0,493,XL,1.582
University of Latvia,2021,801-1000,,https://www.topuniversities.com/universities/university-latvia,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,Public,High,21.0,871,L,570
University of Lincoln,2021,801-1000,,https://www.topuniversities.com/universities/university-lincoln,United Kingdom,Lincoln,Europe,https://www.topuniversities.com/sites/default/files/university-of-lincoln_592560cf2aeae70239af50f6_small.jpg,Public,High,16.0,1.477,L,959
University of Lodz,2021,801-1000,,https://www.topuniversities.com/universities/university-lodz,Poland,Lodz,Europe,https://www.topuniversities.com/sites/default/files/university-of-lodz_592560cf2aeae70239af4be4_small.jpg,Public,Very High,10.0,1.759,L,2.099
Universiti Malaysia Sabah (UMS),2021,801-1000,,https://www.topuniversities.com/universities/universiti-malaysia-sabah-ums,Malaysia,Kota Kinabalu,Asia,https://www.topuniversities.com/sites/default/files/universiti-malaysia-sabah-ums_592560cf2aeae70239af4ef1_small.jpg,Public,Medium,19.0,705,L,913
University of Malta,2021,801-1000,,https://www.topuniversities.com/universities/university-malta,Malta,Msida,Europe,https://www.topuniversities.com/sites/default/files/university-of-malta_592560cf2aeae70239af581a_small.jpg,Public,High,10.0,816,M,900
University of Maribor,2021,801-1000,,https://www.topuniversities.com/universities/university-maribor,Slovenia,Maribor,Europe,https://www.topuniversities.com/sites/default/files/university-of-maribor_592560cf2aeae70239af509c_small.jpg,Public,High,10.0,859,L,1.248
University of Miskolc ,2021,801-1000,,https://www.topuniversities.com/universities/university-miskolc,Hungary,Miskolc,Europe,https://www.topuniversities.com/sites/default/files/university-of-miskolc-_592560cf2aeae70239af4fee_small.jpg,Private,High,12.0,427,M,653
University of Mississippi,2021,801-1000,,https://www.topuniversities.com/universities/university-mississippi,United States,Oxford,North America,https://www.topuniversities.com/sites/default/files/university-of-mississippi_592560cf2aeae70239af536f_small.jpg,Public,Very High,10.0,628,L,2.017
University of New England Australia,2021,801-1000,,https://www.topuniversities.com/universities/university-new-england-australia,Australia,Armidale,Oceania,https://www.topuniversities.com/sites/default/files/university-of-new-england-australia_592560cf2aeae70239af4dd3_small.jpg,Public,Very High,40.0,1.010,L,575
University of New Hampshire,2021,801-1000,,https://www.topuniversities.com/universities/university-new-hampshire,United States,Durham,North America,https://www.topuniversities.com/sites/default/files/university-of-new-hampshire_592560cf2aeae70239af51c1_small.jpg,Public,Very High,17.0,768,L,862
University of Pardubice,2021,801-1000,,https://www.topuniversities.com/universities/university-pardubice,Czech Republic,Pardubice,Europe,https://www.topuniversities.com/sites/default/files/university-of-pardubice_592560cf2aeae70239af4f50_small.jpg,Public,Very High,11.0,336,S,443
University of Parma,2021,801-1000,,https://www.topuniversities.com/universities/university-parma,Italy,Parma,Europe,https://www.topuniversities.com/sites/default/files/university-of-parma_592560cf2aeae70239af536e_small.jpg,Public,High,28.0,"1,801",L,"1,007"
University of Rijeka,2021,801-1000,,https://www.topuniversities.com/universities/university-rijeka,Croatia,,Europe,https://www.topuniversities.com/sites/default/files/university-of-rijeka_592560e59988f300e2321aad_small.jpg,Public,High,14.0,132,L,923
University of Salford,2021,801-1000,,https://www.topuniversities.com/universities/university-salford,United Kingdom,Salford,Europe,https://www.topuniversities.com/sites/default/files/university-of-salford_592560cf2aeae70239af4ca5_small.jpg,Public,High,17.0,"3,783",L,"1,124"
University of San Diego,2021,801-1000,,https://www.topuniversities.com/universities/university-san-diego,United States,San Diego,North America,https://www.topuniversities.com/sites/default/files/university-of-san-diego_592560cf2aeae70239af4ca6_small.jpg,Private,High,12.0,638,M,647
University of Santo Tomas,2021,801-1000,,https://www.topuniversities.com/universities/university-santo-tomas,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,Private,Medium,13.0,"1,723",L,"1,990"
University of the Pacific,2021,801-1000,,https://www.topuniversities.com/universities/university-pacific,United States,Stockton,North America,https://www.topuniversities.com/sites/default/files/university-of-the-pacific_592560cf2aeae70239af4c6b_small.jpg,Private,High,10.0,389,M,560
University of the Punjab,2021,801-1000,,https://www.topuniversities.com/universities/university-punjab,Pakistan,Lahore,Asia,https://www.topuniversities.com/sites/default/files/university-of-the-punjab_592560cf2aeae70239af4f07_small.jpg,Public,Very High,20.0,180,L,"1,340"
University of the West of England,2021,801-1000,,https://www.topuniversities.com/universities/university-west-england,United Kingdom,Bristol,Europe,https://www.topuniversities.com/sites/default/files/university-of-the-west-of-england_592560cf2aeae70239af4d23_small.jpg,Public,Very High,16.0,"5,698",L,"1,568"
University of Wroclaw,2021,801-1000,,https://www.topuniversities.com/universities/university-wroclaw,Poland,Wroclaw,Europe,https://www.topuniversities.com/sites/default/files/university-of-wroclaw_1465_small.jpg,Public,Very High,11.0,"1,417",L,"1,846"
University of Wyoming,2021,801-1000,,https://www.topuniversities.com/universities/university-wyoming,United States,Laramie,North America,https://www.topuniversities.com/sites/default/files/university-of-wyoming_592560cf2aeae70239af51ca_small.jpg,Public,Very High,12.0,564,M,904
University of Zagreb,2021,801-1000,,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,Public,Very High,11.0,655,XL,5.259
Utah State University ,2021,801-1000,,https://www.topuniversities.com/universities/utah-state-university,United States,Logan,North America,https://www.topuniversities.com/sites/default/files/utah-state-university-_592560cf2aeae70239af51cb_small.jpg,Public,Very High,19.0,331,L,"1,053"
Verona University,2021,801-1000,,https://www.topuniversities.com/universities/verona-university,Italy,Verona,Europe,https://www.topuniversities.com/sites/default/files/verona-university_592560cf2aeae70239af5667_small.jpg,Public,High,18.0,726,L,904
Viet Nam National University Ho Chi Minh City (VNU-HCM),2021,801-1000,,https://www.topuniversities.com/universities/viet-nam-national-university-ho-chi-minh-city-vnu-hcm,Vietnam,Ho Chi Minh City,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-ho-chi-minh-city-vnu-hcm_592560cf2aeae70239af4d92_small.jpg,Public,High,17.0,523,XL,"4,552"
"Vietnam National University, Hanoi ",2021,801-1000,,https://www.topuniversities.com/universities/vietnam-national-university-hanoi,Vietnam,Hanoi,Asia,https://www.topuniversities.com/sites/default/files/vietnam-national-university-hanoi-_592560cf2aeae70239af523a_small.jpg,Public,High,14.0,545,XL,"2,919"
Vytautas Magnus University,2021,801-1000,,https://www.topuniversities.com/universities/vytautas-magnus-university,Lithuania,Kaunas,Europe,https://www.topuniversities.com/sites/default/files/vytautas-magnus-university_592560cf2aeae70239af5032_small.jpg,Public,Very High,11.0,994,M,686
Wroclaw University of Science and Technology (WRUST),2021,801-1000,,https://www.topuniversities.com/universities/wroclaw-university-science-technology-wrust,Poland,Wroclaw ,Europe,https://www.topuniversities.com/sites/default/files/wroclaw-university-of-technology_592560cf2aeae70239af5039_small.jpg,Public,Very High,11.0,"1,159",L,"2,081"
Wuhan University of Technology,2021,801-1000,,https://www.topuniversities.com/universities/wuhan-university-technology,China (Mainland),Wuhan,Asia,https://www.topuniversities.com/sites/default/files/wuhan-university-of-technology_890_small.jpg,Public,Very High,15.0,"1,477",XL,"3,539"
Xi'an Jiaotong Liverpool University,2021,801-1000,,https://www.topuniversities.com/universities/xian-jiaotong-liverpool-university,China (Mainland),Suzhou,Asia,https://www.topuniversities.com/sites/default/files/xian-jiaotong-liverpool-university_592560cf2aeae70239af581d_small.jpg,Private,High,17.0,973,L,736
Yamaguchi University ,2021,801-1000,,https://www.topuniversities.com/universities/yamaguchi-university,Japan,Yamaguchi City,Asia,https://www.topuniversities.com/sites/default/files/yamaguchi-university-_592560cf2aeae70239af4e8c_small.jpg,Public,High,9.0,350,M,"1,113"
Yeungnam University ,2021,801-1000,,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,Private,High,14.0,"1,661",L,"1,478"
Yokohama National University,2021,801-1000,,https://www.topuniversities.com/universities/yokohama-national-university,Japan,Yokohama City,Asia,https://www.topuniversities.com/sites/default/files/yokohama-national-university_592560cf2aeae70239af4d33_small.jpg,Public,Very High,13.0,839,M,760
